ID	Qwen3 8B	GPT	Qwen3 32B	Year	Decade	Period	Century	Author	Journal
rsta_1983_0056	Earth Sciences	Earth Sciences	Earth Sciences	1983	1980	1950	1900	J. A. D. Dickson|E. R. Oxburgh,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rspa_1929_0076	Physics	Physics	Physics	1929	1920	1900	1900	Ezer Griffiths,D. Sc.,F. R. S.|J. H. Awbery,B. A.,B. Sc.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspa_1969_0018	Physics	Physics	Physics	1969	1960	1950	1900	S. W. Hawking|H. Bondi,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspl_1892_0075	Miscellaneous	Miscellaneous	Chemistry	1892	1890	1850	1800	W. C. Dampier Whetham,B. A.|J. J. Thomson,F. R. S.	Proceedings of the Royal Society of London
rsta_1992_0111	Physics	Engineering and Technology	Engineering and Technology	1992	1990	1950	1900	C. A. Bronkhorst|S. R. Kalidindi|L. Anand	Philosophical Transactions of the Royal Society of London. Series A: Physical and Engineering Sciences
rspb_1933_0076	Biology	Biology	Biology	1933	1930	1900	1900	M. K. McPhail.|A. S. Parkes,F. R. S.	Proceedings of the Royal Society of London. Series B, Containing Papers of a Biological Character
108364	Medicine	Biology	Biology	1844	1840	1800	1800	John Simon	Philosophical Transactions of the Royal Society of London
rspa_1961_0090	Physics	Engineering and Technology	Engineering and Technology	1961	1960	1950	1900	T. B. Benjamin|G. K. Batchelor,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspa_1936_0124	Physics	Physics	Physics	1936	1930	1900	1900	W. Heither|E. Teller,Washington|A. M. Tyndall,F. R. S.	Proceedings of the Royal Society of London. Series A - Mathematical and Physical Sciences
rspb_1914_0067	Biology	Biology	Medicine	1914	1910	1900	1900	Surgeon-General Sir David Bruce,C. B.,F. R. S.,A. M. S.|Major A. E. Hamerton,\#xA0,D. S. O.|Captain D. P. Watson,\#xA0,R. A. M. C.|Lady Bruce,R. R. C.	Proceedings of the Royal Society of London. Series B, Containing Papers of a Biological Character
106706	Physics	Physics	Physics	1787	1780	1750	1700	Abraham Bennet	Philosophical Transactions of the Royal Society of London
rstb_1994_0011	Biology	Biology	Biology	1994	1990	1950	1900	J. R. Beddington|M. Basson|R. J. H. Beverton|J. Huisman|J. R. Beddington|D. H. Cushing|R. M. May|J. H. Steele	Philosophical Transactions of the Royal Society of London. Series B: Biological Sciences
103169	Medicine	Medicine	Medicine	1710	1710	1700	1700	Ralph Thoresby	Philosophical Transactions (1683-1775)
rspl_1883_0029	Physics	Physics	Chemistry	1883	1880	1850	1800	A. W. Reinold,M. A.|A. W. R\#xFC,cker,M. A.	Proceedings of the Royal Society of London
109864	Biology	Biology	Biology	1815	1810	1800	1800	Everard Home	Abstracts of the Papers Printed in the Philosophical Transactions of the Royal Society of London
rspl_1893_0068	Earth Sciences	Medicine	Earth Sciences	1893	1890	1850	1800	Vaughan Harley,M. D.|George Harley,M. D.,F. R. S.	Proceedings of the Royal Society of London
rspa_1992_0070	Mathematics	Mathematics	Mathematics	1992	1990	1950	1900	Carla Farsi	Proceedings of the Royal Society of London. Series A: Mathematical and Physical Sciences
112382	Earth Sciences	Earth Sciences	Earth Sciences	1868	1860	1850	1800	W. Sidgreaves|Balfour Stewart	Proceedings of the Royal Society of London
rsta_1972_0014	Astronomy	Astronomy	Astronomy	1972	1970	1950	1900	G. Fielder|R. J. Fryer|C. Titulaer|A. K. Herring|B. Wise|S. K. Runcorn,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rspb_1963_0056	Biology	Biology	Biology	1963	1960	1950	1900	B. C. Parker|R. D. Preston,F. R. S.|G. E. Fogg	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspa_1937_0140	Physics	Physics	Physics	1937	1930	1900	1900	R. A. Watson Watt|A. F. Wilkins|E. G. Bowen|Sir Frank Smith,Sec. R. S.	Proceedings of the Royal Society of London. Series A - Mathematical and Physical Sciences
rspb_1994_0079	Biology	Biology	Biology	1994	1990	1950	1900	Bent-Erik S\#xE6,ther|Iain James Gordon	Proceedings of the Royal Society of London. Series B: Biological Sciences
rspl_1881_0015	Physics	Physics	Physics	1881	1880	1850	1800	Lord Rayleigh,F. R. S.|Arthur Schuster,Ph. D.,F. R. S.	Proceedings of the Royal Society of London
rspa_1992_0165	Engineering and Technology	Engineering and Technology	Mathematics	1992	1990	1950	1900	G. M. L. Gladwell|B. R. Zhu	Proceedings of the Royal Society of London. Series A: Mathematical and Physical Sciences
rstb_1900_0007	Biology	Biology	Biology	1900	1900	1900	1900	C. A. MacMunn,M.A.,M.D.|Professor M. Foster,Sec. R. S.	Philosophical Transactions of the Royal Society of London. Series B, Containing Papers of a Biological Character
rsnr_1996_0029	Astronomy	Astronomy	Humanities	1996	1990	1950	1900	A. J. Meadows|Sir Alan Cook,F. R. S.	Notes and Records of the Royal Society of London
rspl_1902_0081	Mathematics	Mathematics	Mathematics	1902	1900	1900	1900	Charles J. Joly,F. T. C. D.|Sir Robert S. Ball,F. R. S.	Proceedings of the Royal Society of London
rsta_1972_0073	Engineering and Technology	Engineering and Technology	Engineering and Technology	1972	1970	1950	1900	Sir James Lighthill,F. R. S. |Sir James Lighthill,F. R. S.|K. W. Pepper|P. L. Bakke	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
107146	Mathematics	Astronomy	Mathematics	1804	1800	1800	1800	Robert Woodhouse	Philosophical Transactions of the Royal Society of London
rspb_1977_0051	Biology	Biology	Biology	1977	1970	1950	1900	Sir Bernard Katz,F. R. S.|R. Miledi,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rstb_1970_0057	Biology	Medicine	Medicine	1970	1970	1950	1900	F. Neumann|W. Elger|H. Steinbeck|A. Jost|A. Munck|G. W. Harris,F. R. S. |R. G. Edwards	Philosophical Transactions of the Royal Society of London. B, Biological Sciences
rspa_1955_0045	Chemistry	Chemistry	Chemistry	1955	1950	1950	1900	C. H. Bamford|A. D. Jenkins|A. H. Wilson F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
108675	Biology	Biology	Biology	1858	1850	1850	1800	C. Spence Bate	Philosophical Transactions of the Royal Society of London
rsta_1978_0050	Engineering and Technology	Engineering and Technology	Engineering and Technology	1978	1970	1950	1900	D. Gagliardi|Sir James Lighthill,F. R. S.|Sir Eric Eastwood,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
rspl_1879_0102	Chemistry	Chemistry	Chemistry	1879	1870	1850	1800	James Dewar,M. A.,F. R. S.	Proceedings of the Royal Society of London
rspl_1887_0138	Mathematics	Mathematics	Mathematics	1887	1880	1850	1800	A. R. Forsyth,M. A.,F. R. S.	Proceedings of the Royal Society of London
111333	Chemistry	Chemistry	Chemistry	1856	1850	1850	1800	Professor Bunsen|Henry Enfield Roscoe	Proceedings of the Royal Society of London
rspa_1928_0066	Chemistry	Physics	Chemistry	1928	1920	1900	1900	C. Coleridge Farr,D. Sc.|D. B. Macleod,D. Sc. |C. Chree,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspa_1984_0024	Physics	Physics	Physics	1984	1980	1950	1900	R. K. Boyd|E. E. Kingston|A. G. Brenton|J. H. Beynon,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspa_1971_0062	Mathematics	Mathematics	Mathematics	1971	1970	1950	1900	E. P. Wigner,For. Mem. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspl_1876_0091	Earth Sciences	Earth Sciences	Earth Sciences	1876	1870	1850	1800	Balfour Stewart,LL. D.,F. R. S.	Proceedings of the Royal Society of London
rspa_1919_0046	Chemistry	Chemistry	Chemistry	1919	1910	1900	1900	A. E. H. Tutton,D. Sc.,M. A.,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rspb_1995_0148	Mathematics	Biology	Biology	1995	1990	1950	1900	John M. McNamara|James N. Webb|Edmund J. Collins	Proceedings of the Royal Society of London. Series B: Biological Sciences
101209	Humanities	Engineering and Technology	Engineering and Technology	1666	1660	1650	1600		Philosophical Transactions (1665-1678)
109740	Earth Sciences	Earth Sciences	Earth Sciences	1800	1800	1800	1800	S. Tillard	Abstracts of the Papers Printed in the Philosophical Transactions of the Royal Society of London
rspa_1925_0023	Engineering and Technology	Engineering and Technology	Engineering and Technology	1925	1920	1900	1900	Fred. S. Tritton.|Dr. W. Rosenhain,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
112317	Chemistry	Chemistry	Chemistry	1862	1860	1850	1800	A. W. Hofmann	Proceedings of the Royal Society of London
rspa_1934_0176	Chemistry	Chemistry	Chemistry	1934	1930	1900	1900	Adalbert Farkas|Ladislas Farkas|Eric K. Rideal,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
112251	Physics	Physics	Mathematics	1862	1860	1850	1800	W. J. Macquorn Rankine	Proceedings of the Royal Society of London
rspb_1962_0035	Biology	Biology	Biology	1962	1960	1950	1900	O. Z. Sellinger|Raffaella Catanzaro|E. B. Chain,F. R. S.|F. Pocchiari	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspa_1926_0143	Chemistry	Physics	Chemistry	1926	1920	1900	1900	J. D. Bernal,B. A.|Sir William Bragg,F. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
110010	Chemistry	Engineering and Technology	Chemistry	1815	1810	1800	1800	J. Stodart|M. Faraday	Abstracts of the Papers Printed in the Philosophical Transactions of the Royal Society of London
rspb_1907_0025	Biology	Biology	Biology	1907	1900	1900	1900	F. W. Twort,M. R. C. S.,L. R. C. P.|Leonard Hill,M. B.,F. R. S.	Proceedings of the Royal Society of London. Series B, Containing Papers of a Biological Character
110077	Physics	Physics	Physics	1815	1810	1800	1800	G. Moll|A. Van Beek	Abstracts of the Papers Printed in the Philosophical Transactions of the Royal Society of London
rspb_1957_0052	Biology	Biology	Biology	1957	1950	1950	1900	W. O. James,F. R. S.|Marigold M. Ward	Proceedings of the Royal Society of London. Series B - Biological Sciences
104796	Physics	Physics	Physics	1746	1740	1700	1700	Henry Miles	Philosophical Transactions (1683-1775)
107757	Mathematics	Mathematics	Mathematics	1825	1820	1800	1800		Philosophical Transactions of the Royal Society of London
rspl_1899_0029	Chemistry	Chemistry	Chemistry	1899	1890	1850	1800	Sir William Crookes,F. R. S.	Proceedings of the Royal Society of London
rspa_1959_0077	Engineering and Technology	Engineering and Technology	Engineering and Technology	1959	1950	1950	1900	A. S. Argon|E. N. da C. Andrade,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
107931	Physics	Engineering and Technology	Engineering and Technology	1831	1830	1800	1800	Peter Barlow	Philosophical Transactions of the Royal Society of London
rspa_1908_0082	Physics	Physics	Physics	1908	1900	1900	1900	J. W. Nicholson,D. Sc.,B. A.,|Professor J. Larmor,Sec. R. S.	Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character
rsta_1934_0011	Physics	Physics	Physics	1934	1930	1900	1900	W. E. Curtis,D. Sc. |J. Patkowski|T. H. Havelock,F. R. S	Philosophical Transactions of the Royal Society of London. Series A, Containing Papers of a Mathematical or Physical Character
rstb_1989_0065	Biology	Biology	Biology	1989	1980	1950	1900	R. B. Flavell|G. Potter	Philosophical Transactions of the Royal Society of London. B, Biological Sciences
rspa_1966_0157	Chemistry	Chemistry	Chemistry	1966	1960	1950	1900	A. N. Hayhurst|T. M. Sugden,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspb_1971_0004	Biology	Biology	Biology	1971	1970	1950	1900	J. Lindenmann|J. L. Gowans,F. R. S.|J. H. Humphrey,F. R. S. |N. A. Mitchison,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
108635	Chemistry	Chemistry	Chemistry	1857	1850	1850	1800	Robert Bunsen|Henry Enfield Roscoe	Philosophical Transactions of the Royal Society of London
rstb_1979_0095	No Answer	Earth Sciences	Medicine	1979	1970	1950	1900	A. G. Shaper|M. L. Straf|R. M. S. Perrin|S. H. U. Bowie,F. R. S.|J. S. Webb	Philosophical Transactions of the Royal Society of London. B, Biological Sciences
rsta_1956_0016	Engineering and Technology	Engineering and Technology	Engineering and Technology	1956	1950	1950	1900	S. R. Broadbent|T. G. Callcott|Sir Charles Ellis,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
108584	Physics	Physics	Physics	1856	1850	1850	1800	Michael Faraday	Philosophical Transactions of the Royal Society of London
108593	Mathematics	Mathematics	Mathematics	1856	1850	1850	1800	Thomas P. Kirkman	Philosophical Transactions of the Royal Society of London
109668	Biology	Biology	Biology	1800	1800	1800	1800	Everard Home	Abstracts of the Papers Printed in the Philosophical Transactions of the Royal Society of London
rspl_1899_0071	Astronomy	Chemistry	Astronomy	1899	1890	1850	1800	J. A. Fleming,M. A.,D. Sc.,F. R. S.	Proceedings of the Royal Society of London
rstl_1876_0004	Biology	Biology	Biology	1876	1870	1850	1800	H. N. Moseley,M. A. Oxon.|Professor Wyville Thomson,F. R. S.	Philosophical Transactions of the Royal Society of London
rspa_1962_0071	Physics	Physics	Physics	1962	1960	1950	1900	A. Connolly|K. Mendelssohn,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspb_1924_0009	Biology	Biology	Biology	1924	1920	1900	1900	J. Barcroft,F. R. S.|H. Barcroft	Proceedings of the Royal Society of London. Series B, Containing Papers of a Biological Character
101725	Chemistry	Chemistry	Chemistry	1676	1670	1650	1600		Philosophical Transactions (1665-1678)
108336	Chemistry	Chemistry	Chemistry	1847	1840	1800	1800	W. R. Grove	Philosophical Transactions of the Royal Society of London
102480	Chemistry	Chemistry	Biology	1698	1690	1650	1600	Robert Southwell	Philosophical Transactions (1683-1775)
rspb_1989_0037	Biology	Biology	Biology	1989	1980	1950	1900	H. Rydin|R. S. Clymo|G. E. Fogg,F. R. S.	Proceedings of the Royal Society of London. B. Biological Sciences
rsbm_1977_0019	Humanities	Humanities	Humanities	1977	1970	1950	1900	E. Glueckauf,F. R. S.|Robert Spence	Biographical Memoirs of Fellows of the Royal Society
rspb_1928_0007	Biology	Biology	Biology	1928	1920	1900	1900	H. Eltringham,M. A.,D. Sc.,F. Z. S.|A. H. Hamm,A. L. S.,F. E. S.|Professor E. B. Poulton,F. R. S.	Proceedings of the Royal Society of London. Series B, Containing Papers of a Biological Character
rspb_1991_0029	Biology	Biology	Biology	1991	1990	1950	1900	Montserrat Gomendio|Eduardo R. S. Roldan|Professor P. P. G. Bateson	Proceedings of the Royal Society of London. Series B: Biological Sciences
rsta_1963_0003	Mathematics	Physics	Mathematics	1963	1960	1950	1900	S. L. Altmann|W. Hume-Rothery,F. R. S.	Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences
108123	Physics	Physics	Earth Sciences	1835	1830	1800	1800	Thomas Stephens Davies	Philosophical Transactions of the Royal Society of London
rspa_1990_0055	Engineering and Technology	Engineering and Technology	Engineering and Technology	1990	1990	1950	1900	D. J. Steigmann|A. E. Green,F. R. S.	Proceedings of the Royal Society of London. A. Mathematical and Physical Sciences
rspb_1966_0047	Biology	Biology	Biology	1966	1960	1950	1900	W. D. Watt|G. E. Fogg,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
rspb_1952_0059	No Answer	Biology	Chemistry	1952	1950	1950	1900	F. J. W. Roughton,F. R. S.	Proceedings of the Royal Society of London. Series B - Biological Sciences
rsbm_1963_0001	Miscellaneous	Biology	Biology	1963	1960	1950	1900	J. D. Bernal|William Thomas Astbury	Biographical Memoirs of Fellows of the Royal Society
112180	Biology	Biology	Biology	1865	1860	1850	1800	J. Samuelson	Proceedings of the Royal Society of London
110241	Mathematics	Mathematics	Mathematics	1830	1830	1800	1800	Davies Gilbert	Abstracts of the Papers Printed in the Philosophical Transactions of the Royal Society of London
107630	Biology	Biology	Biology	1823	1820	1800	1800	Francis Bauer	Philosophical Transactions of the Royal Society of London
112219	Physics	Chemistry	Physics	1862	1860	1850	1800	W. Allen Miller	Proceedings of the Royal Society of London
rspb_1988_0071	Biology	Biology	Biology	1988	1980	1950	1900	V. Rehder|B. B. Boycott,F. R. S.	Proceedings of the Royal Society of London. Series B. Biological Sciences
107149	Biology	Biology	Biology	1804	1800	1800	1800	Patrick Russell|Everard Home	Philosophical Transactions of the Royal Society of London
rspa_1956_0042	Physics	Physics	Physics	1956	1950	1950	1900	G. E. Brown|D. F. Mayers|R. E. Peierls,F. R. S.	Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
rspb_1923_0006	Biology	Biology	Biology	1923	1920	1900	1900	W. E. L. Brown,M. A.|A. V. Hill,F. R. S.	Proceedings of the Royal Society of London. Series B, Containing Papers of a Biological Character
